,alias,total,remuneration,employability,jobSatisfaction,workLifeBalance,diversityInTasks,careerProgressionOpportunities,__typename
2497,labourer,207.0,3.7,3.5,3.7,3.8,3.7,3.4,RoleReviewStats
2498,horticulturist,21.0,3.1,4.0,4.1,4.0,4.0,3.4,RoleReviewStats
2499,signal-technician,1.0,2.0,1.0,2.0,2.0,4.0,3.0,RoleReviewStats
2500,service-team-member,8.0,3.9,3.8,3.3,3.6,3.4,3.0,RoleReviewStats
2501,maintenance-controller,1.0,1.0,4.0,3.0,4.0,2.0,2.0,RoleReviewStats
2502,crane-technician,,,,,,,,
2503,mechanical-fitter,125.0,3.8,3.8,4.0,3.7,4.0,3.5,RoleReviewStats
2504,security-technician,6.0,3.3,4.2,3.5,3.5,4.5,3.8,RoleReviewStats
2505,yardperson,10.0,3.3,4.0,3.9,4.1,3.8,3.4,RoleReviewStats
2506,field-service-technician,41.0,4.0,4.3,4.4,4.2,4.4,3.9,RoleReviewStats
2507,screening-officer,1.0,4.0,3.0,2.0,1.0,1.0,1.0,RoleReviewStats
2508,repair-technician,5.0,4.0,4.4,4.4,4.2,4.6,3.2,RoleReviewStats
2509,service-technician,85.0,3.4,4.0,3.7,3.7,3.9,3.2,RoleReviewStats
2510,installer,29.0,3.6,3.9,4.2,4.0,3.9,3.7,RoleReviewStats
2511,shipwright,5.0,3.8,3.6,4.4,3.4,4.0,3.6,RoleReviewStats
2512,metering-technician,1.0,5.0,5.0,5.0,1.0,5.0,5.0,RoleReviewStats
2513,security-manager,6.0,3.2,3.8,4.2,3.2,3.7,3.0,RoleReviewStats
2514,trades-assistant,121.0,3.8,3.5,3.9,3.9,3.8,3.5,RoleReviewStats
2515,scaffolder,56.0,3.9,3.6,4.2,3.9,3.9,3.9,RoleReviewStats
2516,instrumentation-technician,9.0,3.8,3.9,4.6,4.4,3.8,3.9,RoleReviewStats
2517,landscape-supervisor,1.0,4.0,4.0,5.0,5.0,5.0,4.0,RoleReviewStats
2518,horticultural-worker,8.0,3.5,3.6,4.5,4.5,4.0,3.4,RoleReviewStats
2519,commissioning-technician,4.0,4.3,2.5,4.0,3.8,3.8,3.5,RoleReviewStats
2520,access-coordinator,1.0,3.0,4.0,4.0,4.0,2.0,3.0,RoleReviewStats
2521,groundsperson,49.0,3.7,4.1,4.2,4.1,4.2,3.4,RoleReviewStats
2522,electronics-technician,17.0,3.8,3.8,3.9,4.2,3.9,3.8,RoleReviewStats
2523,clinic-manager,4.0,4.0,4.3,4.5,4.8,3.8,4.8,RoleReviewStats
2524,parts-supervisor,1.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2525,plant-mechanic,26.0,4.0,4.3,4.0,3.8,4.1,4.0,RoleReviewStats
2526,removalist,8.0,3.9,4.3,4.3,3.9,4.3,3.4,RoleReviewStats
2527,machine-technician,3.0,3.3,4.0,4.0,4.3,3.7,3.0,RoleReviewStats
2528,tradesperson,6.0,3.8,3.3,3.5,3.8,3.5,3.5,RoleReviewStats
2529,testing-technician,3.0,3.7,3.0,4.3,3.0,4.0,2.0,RoleReviewStats
2530,yard-assistant,,,,,,,,
2531,calibration-technician,1.0,4.0,4.0,4.0,4.0,4.0,4.0,RoleReviewStats
2532,service-supervisor,9.0,3.8,3.8,4.1,3.8,3.7,4.0,RoleReviewStats
2533,caretaker,7.0,3.9,4.1,4.7,4.4,4.3,4.0,RoleReviewStats
2534,service-manager_2,81.0,3.7,4.0,4.0,3.8,4.1,3.7,RoleReviewStats
2535,workshop-manager,13.0,3.8,4.2,4.2,3.8,4.0,3.5,RoleReviewStats
2536,diesel-fitter,55.0,4.2,4.1,4.1,4.0,4.2,3.7,RoleReviewStats
2537,tailor,2.0,4.5,5.0,4.0,4.5,4.0,3.5,RoleReviewStats
2538,service-controller,,,,,,,,
2539,offsider,8.0,3.9,4.0,4.1,3.8,3.8,3.5,RoleReviewStats
2540,shift-operator,1.0,2.0,1.0,2.0,3.0,3.0,2.0,RoleReviewStats
2541,test-technician,,,,,,,,
2542,workshop-supervisor,18.0,3.8,4.2,4.0,3.8,3.9,3.6,RoleReviewStats
2543,maintenance-team-leader,1.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2544,cable-jointer,2.0,5.0,5.0,5.0,5.0,5.0,5.0,RoleReviewStats
2545,maintenance-technician,21.0,3.7,4.0,4.1,4.1,4.5,4.0,RoleReviewStats
2546,crew-member,192.0,3.3,3.4,3.3,3.7,3.3,3.3,RoleReviewStats
2547,rope-access-technician,18.0,4.2,3.7,3.9,3.8,4.4,3.8,RoleReviewStats
2548,fire-suppression-technician,1.0,5.0,4.0,4.0,3.0,4.0,4.0,RoleReviewStats
2549,electrical-project-manager,4.0,4.5,3.8,4.3,4.3,4.0,4.0,RoleReviewStats
2550,hardware-technician,1.0,2.0,5.0,5.0,4.0,5.0,5.0,RoleReviewStats
2551,works-officer,,,,,,,,
2552,stylist,23.0,3.7,3.5,4.2,3.7,3.8,3.8,RoleReviewStats
2553,meat-manager,4.0,2.0,3.8,3.5,3.5,3.3,3.3,RoleReviewStats
2554,drillers-assistant,2.0,4.5,5.0,5.0,5.0,4.5,5.0,RoleReviewStats
2555,fabrication-manager,,,,,,,,
2556,plant-technician,2.0,2.5,3.0,3.5,3.5,3.0,3.5,RoleReviewStats
2557,mechanical-technician,43.0,3.6,3.8,4.0,3.8,3.9,3.6,RoleReviewStats
2558,communications-technician,4.0,4.0,3.5,4.3,4.0,4.0,3.8,RoleReviewStats
2559,maintenance-coordinator,10.0,3.5,3.8,4.0,4.0,4.0,3.7,RoleReviewStats
2560,makeup-artist,13.0,3.4,3.2,4.2,3.8,4.0,3.3,RoleReviewStats
2561,flagship-manager,,,,,,,,
2562,guard,2.0,2.0,2.5,2.5,2.0,2.5,2.0,RoleReviewStats
2563,metalworker,1.0,1.0,2.0,2.0,2.0,3.0,1.0,RoleReviewStats
2564,rigger,37.0,3.7,3.2,4.0,3.6,3.8,3.6,RoleReviewStats
2565,electrical-estimator,10.0,3.2,3.2,3.6,3.8,3.6,3.2,RoleReviewStats
2566,maintenance-supervisor,52.0,3.7,4.0,3.9,3.9,4.1,3.5,RoleReviewStats
2567,crew-supervisor,,,,,,,,
2568,assessment-manager,,,,,,,,
2569,systems-technician,,,,,,,,
2570,pastrychef,58.0,3.1,3.8,4.0,3.2,3.8,3.8,RoleReviewStats
2571,security-adviser,1.0,4.0,1.0,3.0,3.0,3.0,2.0,RoleReviewStats
2572,telecommunications-technician,8.0,2.9,3.4,3.5,3.9,3.8,2.6,RoleReviewStats
2573,massage-therapist,33.0,3.6,3.5,4.4,4.3,3.9,3.6,RoleReviewStats
2574,work-supervisor,,,,,,,,
2575,general-hand,29.0,3.6,3.7,4.0,4.2,4.1,3.3,RoleReviewStats
2576,maintenance-manager,61.0,3.6,3.9,4.0,3.7,4.1,3.5,RoleReviewStats
2577,furniture-removalist,14.0,3.0,3.4,3.9,3.1,4.0,3.0,RoleReviewStats
2578,engineering-technician,3.0,4.0,4.7,4.7,5.0,4.7,4.0,RoleReviewStats
2579,retail-executive,,,,,,,,
